	AB1	AB1.1	AB1.2	AB1.3	AB1.4	AB1.5	AB2	AB2.1	AB2.2	AB2.3	AB2.4	AB2.5	AB3	AB3.1	AB3.2	AB3.3	AB3.4	Fe1	Fe1.1	Fe1.2	Fe1.3	Fe1.4	Fe1.5	Fe2	Fe2.1	Fe2.2	fe2	Fe2.3	Fe2.4	Fe3	Fe3.1	Fe3.2	Fe3.3	Fe3.4	Fe3.5	NL1	NL1.1	NL1.2	NL1.3	NL2	NL2.1	NL2.2	NL2.3	NL3	NL3.1	NL3.2	NL3.3	NL4	NL4.1	NL4.2	NL4.3	NL4.4	NL4.5	NL5	NL5.1	NL5.2	NL5.3	NL5.4	NL5.5	NL6	NL6.1	NL6.2	NL6.3	NL6.4	NL6.5	S1	S1.1	S1.2	S1.3	S1.4	S1.5	S2	S2.1	S2.2	S2.3	S2.4	S2.5	S3	S3.1	S3.2	S3.3	S3.4	S3.5
ASV_920	0	12	8	0	25	2	0	0	1	0	2	0	0	0	0	0	0	0	1	24	4	5	0	0	6	0	5	3	0	0	6	0	0	7	2	0	3	12	6	0	1	45	12	0	0	0	0	0	0	2	8	2	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_921	0	3	9	0	19	7	0	1	0	1	1	0	0	0	1	1	0	0	6	4	0	3	3	0	0	0	0	5	3	0	10	18	3	2	4	1	2	3	0	0	1	4	1	0	1	0	0	0	1	0	2	0	1	0	1	5	19	20	3	1	0	3	2	0	0	0	0	6	0	0	5	0	20	0	0	0	0	0	0	0	1	0	3
ASV_922	0	0	0	0	2	13	0	0	2	0	0	2	0	0	3	0	2	0	0	0	2	2	16	0	0	4	1	12	53	0	1	0	0	16	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	6	6	7	0	0	0	0	0	2	0	0	0	0	0	0
ASV_923	16	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	2	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	117	1	6	0	3	0	12	0	0	0	0	0	0	0	0	1	0	1	33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_924	1	0	2	0	1	0	1	1	5	1	1	0	2	0	1	0	0	16	19	3	11	9	2	3	1	6	9	3	1	1	11	8	6	10	7	0	0	0	0	0	0	1	1	1	3	1	0	6	2	2	0	0	1	6	0	2	5	1	0	0	2	4	1	0	1	6	3	0	3	1	0	2	0	1	2	1	2	0	3	0	3	0	0
ASV_925	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	18	8	4	7	4	1	3	3	6	23	2	2	1	8	9	15	6	5	1	0	0	0	0	0	0	0	0	5	0	0	7	0	3	0	1	1	0	0	3	9	0	3	2	1	2	11	1	0	16	4	2	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1
ASV_926	0	0	1	0	5	11	0	0	3	2	0	1	0	0	0	0	6	0	1	0	0	1	0	0	25	14	2	17	10	1	0	0	0	1	6	0	4	0	3	0	0	0	0	0	3	3	0	0	3	4	3	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	10	6	11	16	5	0	3	4	0	0	1	2	9	3	0	0	0
ASV_927	40	13	6	0	1	3	4	1	0	2	0	1	4	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	27	0	0	0	3	0	1	0	1	0	29	1	0	0	6	1	6	0	16	0	1	2	3	0	3	0	0	0	0	0	16	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
ASV_928	0	3	9	0	11	2	0	2	0	2	5	0	0	0	0	0	1	0	4	2	0	0	1	0	1	0	0	16	1	0	8	13	2	0	4	0	4	3	0	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	6	19	24	4	1	0	4	4	0	0	0	0	5	2	0	6	0	22	2	1	0	0	0	1	2	1	3	1
ASV_929	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	4	14	0	14	54	61	11	15
ASV_930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	5	18	0	4	45	53	22	15
ASV_931	0	29	50	1	47	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	3	6	0	4	4	8	2	0	0	0
ASV_932	14	10	7	0	2	3	6	1	1	1	0	2	0	0	2	0	0	0	0	1	0	3	1	0	2	3	0	1	1	4	3	1	0	0	3	8	0	0	0	1	0	1	2	0	2	4	1	10	7	7	0	3	2	6	2	6	0	0	2	3	1	0	0	8	0	9	0	0	2	3	0	0	4	0	5	4	4	6	15	2	3	0	1
ASV_933	12	7	7	0	0	4	19	25	2	6	0	3	1	5	0	0	1	5	1	0	0	0	2	4	3	4	0	1	3	5	0	0	0	2	2	0	0	0	2	1	0	1	0	5	4	5	1	13	5	2	0	0	0	4	1	0	0	0	0	3	0	0	0	2	1	0	1	0	0	0	0	5	4	0	2	0	5	2	6	0	1	0	5
ASV_934	0	2	5	0	2	0	0	2	3	2	1	1	0	1	0	0	2	0	1	1	0	0	3	1	2	5	0	0	2	0	2	0	3	1	1	2	1	1	3	0	1	1	0	2	1	0	1	0	2	3	3	4	2	0	2	1	12	3	1	3	0	0	36	0	1	0	3	16	25	4	3	0	1	1	2	1	3	4	4	3	3	3	0
ASV_935	0	0	0	0	6	68	0	3	0	0	29	0	0	0	0	3	2	0	1	0	0	3	18	0	0	1	0	1	6	0	0	7	0	10	33	1	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0
ASV_936	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	13	11	21	5	0	6	1	4	24	5	0	0	10	6	32	12	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	2	1	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0
ASV_937	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	179	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_938	21	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	4	0	1	6	6	3	0	0	1	5	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	5	1	5	4	9	3	5	1	0
ASV_939	0	2	6	0	0	2	0	3	2	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	10	0	0	2	95	8	1	0	0	11	18	0	14	0	0	0	0	1	1	1	6	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0
ASV_940	0	0	0	0	0	0	0	15	5	9	0	0	6	11	11	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	21	17	0	17	0	1	0	0	1	0	0	0	0	12	17	2	0	0	0	0	0	0	0	6	8	6	2	4	1	0	0	0	0	0	0	0	4	11	2	0	0	0	0	1	0	0	0	4	0	1	0	0	0
ASV_941	14	8	7	0	0	1	4	4	2	0	1	2	1	1	0	0	0	0	2	0	0	2	0	1	0	1	0	0	0	4	2	0	0	0	4	9	0	0	0	0	0	0	1	1	6	1	0	10	2	2	2	3	0	10	1	9	2	2	0	8	4	0	0	9	0	5	2	0	1	7	2	1	2	1	4	0	5	1	23	2	2	1	0
ASV_942	16	8	2	0	0	3	14	31	8	3	1	2	0	0	0	2	0	5	2	0	0	0	2	0	6	2	0	2	1	2	0	0	0	0	2	0	0	0	4	2	0	1	0	7	0	1	2	8	3	1	0	3	0	7	0	0	3	2	0	4	0	2	0	0	0	0	2	0	3	0	0	3	4	0	6	0	7	3	8	0	2	0	0
ASV_943	0	23	39	0	3	1	0	0	0	0	0	2	0	5	1	0	0	0	0	1	1	1	4	0	0	6	0	1	1	0	0	2	0	1	0	0	0	0	7	0	3	6	2	0	1	0	1	0	0	1	0	16	1	1	1	5	6	3	0	0	0	0	14	0	0	0	1	0	5	1	0	0	0	0	12	1	4	0	6	7	4	0	1
ASV_944	0	0	8	0	0	0	0	0	1	67	0	0	2	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	1	0	6	0	1	4	1	0	2	1	6	1	1	2	3	44	0	0	11	0	3	1	0	12	1	2	0	0	0	1	2	2	0	0	0	1	0	0
ASV_945	0	0	0	0	0	0	0	0	0	0	1	0	67	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	15	0	32	0	54	0	0	0	0	0	7	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_946	2	0	0	0	3	0	1	0	2	1	0	2	2	0	2	0	0	10	8	8	11	5	7	2	2	5	19	3	1	1	9	10	16	9	8	1	0	1	0	1	2	0	0	1	2	0	2	7	0	3	0	0	0	2	1	3	3	0	2	0	0	3	0	2	1	5	2	3	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0
ASV_947	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	5	0	33	12	6	21	5	0	1	1	0	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	21	0	0	1	0	0	0	0	0	0	0	0	0
ASV_948	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	10	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3
ASV_949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	175	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_950	10	0	4	0	1	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	7	0	2	0	1	0	6	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	1	21	1	0	2	4	1	23	2	0	0	1	0	2	0	0	1	0	2	90	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_951	3	2	1	0	0	4	4	0	1	0	0	2	2	9	0	0	0	1	1	1	2	0	0	0	4	1	0	0	4	4	0	1	0	0	3	5	6	1	2	6	0	1	0	2	2	2	4	0	7	2	2	3	6	0	2	4	6	5	1	10	3	1	18	0	0	0	3	21	8	3	0	0	1	0	2	0	1	6	3	1	0	0	0
ASV_952	0	1	2	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	5	4	88	77	0	1	1	0	0	0	1	0	0	0	0	1
ASV_953	0	47	38	0	6	30	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	6	28	27	0	0	0	1	0	0	0	0	0	0	1	0
ASV_954	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	1	3	10	3	1	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	16	2	13	1	9	7	4	3	8	7	38	1	1	2	30	3	0
ASV_955	0	0	0	0	2	12	0	0	0	0	0	2	0	1	0	0	2	0	0	1	2	4	18	0	0	2	5	8	31	0	0	0	0	9	47	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	4	9	0	0	0	2	0	3	0	0	1	0	1	0	0	0	5	2	6	12	0	0	0	0	0	2	0	0	0	0	0	1
ASV_956	0	0	0	0	0	1	0	1	0	0	1	0	8	0	0	0	0	6	7	5	13	5	1	2	1	4	12	3	3	0	4	7	19	8	8	0	0	0	0	0	0	1	1	0	5	0	0	11	0	2	0	0	0	1	0	5	8	4	7	1	2	1	5	0	0	12	8	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	1
ASV_957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	4	15	0	11	56	49	13	14
ASV_958	10	2	0	0	0	2	89	58	8	5	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_959	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	12	9	4	13	3	0	1	1	4	16	1	1	1	11	6	12	6	4	0	0	1	0	1	0	0	1	0	7	1	0	11	0	5	0	1	0	1	0	1	13	0	4	0	5	1	10	1	0	5	5	3	0	0	0	2	0	0	0	1	0	0	0	0	3	0	1
ASV_960	4	0	3	0	5	0	3	2	1	1	0	1	11	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	4	6	0	0	0	0	0	0	2	0	0	1	2	0	0	0	12	4	3	17	1	7	1	0	0	1	1	9	12	5	7	2	7	5	3	4	4	1	0	0	6	6	5	2	0	0	2	2	2	2	4	2	5	1	0
ASV_961	0	16	35	0	2	0	1	0	0	0	0	2	0	1	2	0	0	0	0	3	0	0	6	0	3	2	1	2	0	0	1	1	0	1	1	0	0	0	10	0	2	4	1	0	0	0	2	0	0	1	0	15	1	0	3	6	6	4	2	0	0	0	15	0	0	0	2	2	3	1	0	0	0	0	16	0	6	0	6	5	1	1	2
ASV_962	1	7	2	0	2	4	0	21	9	7	2	7	1	2	1	4	4	2	1	0	0	3	4	0	4	6	3	4	1	11	0	0	0	0	6	1	2	0	1	6	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	4	3	2	3	8	3	4	3	0	0	0	10	5	2	5	5	0
ASV_963	1	0	3	0	1	2	5	1	1	0	2	0	10	1	2	2	3	2	3	2	3	1	0	1	0	0	2	0	0	0	2	4	9	4	1	0	0	1	0	4	5	0	0	2	6	2	1	7	2	7	0	0	0	7	3	3	7	1	1	2	3	6	8	4	8	1	2	0	1	4	8	5	1	1	1	1	0	2	3	1	5	1	1
ASV_964	5	15	18	0	1	5	0	0	2	0	4	0	1	0	5	2	0	0	3	25	27	3	3	1	1	0	0	0	0	13	0	0	0	0	1	1	9	1	0	1	1	2	0	3	1	0	0	2	0	0	2	0	0	1	1	0	1	7	2	3	0	2	1	0	0	0	1	2	2	0	1	0	2	0	1	0	0	8	1	1	0	0	1
ASV_965	0	26	57	0	38	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	2	0	4	3	7	0	1	0	0
ASV_966	0	17	37	0	0	1	0	0	1	1	0	3	0	1	1	0	1	0	0	4	3	0	2	0	4	7	1	2	4	0	0	3	0	2	1	0	0	0	6	0	3	4	1	0	0	1	3	0	0	0	0	15	1	0	2	0	8	3	0	0	0	0	7	0	0	0	1	3	1	2	0	0	1	0	10	2	9	0	7	6	3	1	0
ASV_967	0	2	3	0	1	1	0	0	1	0	0	10	0	0	2	1	3	0	2	0	0	0	1	0	1	1	0	13	6	0	1	1	1	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	1	6	7	10	7	0	0	2	3	8	3	1	0	0	28	0	0	0	0	20	11	4	3	0	5	0	1	0	3	1	0	0	6	1	8
ASV_968	0	4	6	0	8	2	0	0	1	0	2	2	0	0	1	0	0	0	8	2	0	0	2	0	0	1	0	5	2	0	10	20	4	4	1	0	2	3	2	0	0	4	0	0	0	1	1	0	2	0	0	1	1	0	0	12	22	20	2	1	4	2	0	0	0	0	1	4	2	1	3	0	16	0	1	0	0	0	0	0	3	0	0
ASV_969	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	137	30	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_970	3	1	4	0	1	3	1	4	0	1	0	1	0	2	2	1	1	0	1	0	1	27	25	1	2	2	2	0	0	2	2	1	0	1	0	1	1	0	0	0	2	2	0	0	0	0	0	0	2	2	2	1	0	1	1	1	1	3	0	0	1	1	1	1	1	0	0	1	1	0	2	2	14	29	14	1	7	3	0	2	1	0	1
ASV_971	0	10	32	0	0	0	0	0	0	1	0	3	0	4	0	0	2	0	0	5	1	2	3	0	0	3	0	1	0	0	2	1	0	2	0	0	0	0	7	0	2	8	3	0	0	0	1	0	0	0	0	16	4	1	6	4	3	4	1	0	0	0	14	0	0	0	1	2	0	1	0	0	0	0	17	3	3	0	8	8	5	0	1
ASV_972	29	23	4	0	0	2	22	7	5	7	0	5	9	1	2	0	1	0	0	0	0	0	1	3	1	3	0	0	1	5	0	1	0	0	2	0	0	4	0	1	0	0	0	1	0	0	0	8	3	4	0	3	1	1	1	0	0	1	0	4	2	0	1	2	0	3	0	0	0	0	0	0	1	1	3	0	5	0	4	1	4	0	1
ASV_973	0	3	5	0	4	7	0	0	3	6	6	42	0	2	0	3	10	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	6	0	0	0	0	0	0	1	3	8	16	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	3	6	5	0	4	6	12	1	9	1	1	1	0	0	5
ASV_974	0	0	0	0	1	2	0	3	6	3	1	4	0	1	2	2	1	0	1	9	17	11	11	0	16	16	8	4	3	0	2	2	0	7	5	0	0	0	3	0	0	2	0	0	0	9	3	0	0	0	0	0	0	0	0	1	2	0	11	2	7	6	0	1	0	0	1	0	0	0	2	0	1	0	1	0	1	0	1	0	0	1	1
ASV_975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_976	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	24	33	0	1	3	1	1	2	2	0	0	0	1	0	1	0	1	1	1	1	0	0	2	1	1	0	1	5	1	1	1	0	0	1	0	2	0	2	1	0	0	2	0	0	0	0	0	0	1	2	2	18	33	21	1	8	2	0	0	4	0	2
ASV_977	0	1	1	0	1	17	0	0	1	2	0	4	1	3	2	2	11	0	0	0	0	0	1	0	18	11	10	9	10	1	0	0	0	1	3	0	2	0	2	0	1	0	1	0	4	2	1	0	0	2	1	1	6	0	0	0	0	1	0	0	0	1	0	0	0	0	7	1	4	19	1	0	5	1	1	1	3	2	4	4	5	0	0
ASV_978	0	19	25	0	0	4	0	0	0	0	0	1	0	4	1	0	3	0	1	3	1	2	4	0	1	3	0	1	2	0	0	1	0	1	1	0	0	0	5	0	3	5	1	0	0	0	1	0	0	1	0	15	0	0	1	3	9	3	0	1	0	0	12	0	0	0	3	3	3	3	0	0	0	0	19	1	8	0	1	6	6	0	1
ASV_979	0	1	2	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	0	1	0	2	0	0	2	3	4	2	0	12	3	13	3	1	3	0	3	0	2	1	3	0	4	0	2	0	1	3	2	9	1	0	9	0	6	3	3	19	14	0	0	4	7	3	2	2	0	7	2	14	1	1
ASV_980	0	1	1	0	4	21	0	0	0	0	0	4	1	2	1	0	12	0	0	1	0	0	0	0	15	3	3	8	12	0	1	0	0	0	1	0	3	1	1	1	1	2	0	0	4	2	1	0	0	7	4	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	8	3	9	16	5	0	3	1	1	0	2	2	7	5	6	1	0
ASV_981	0	10	3	0	0	1	0	0	0	1	0	3	0	0	2	0	1	0	10	1	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	8	0	2	0	0	3	0	0	0	0	0	0	4	4	0	0	0	0	1	3	8	58	9	0	0	0	15	0	0	0	0	11	0	1	0	0	10	0	2	0	8	0	0	0	0	0	6
ASV_982	0	0	0	0	0	1	0	0	1	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	9	3	0	2	2	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0
ASV_983	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	1	0	0	6	6	2	9	0	0	0	1	0	1	2	2	0	3	0	0	4	0	0	0	0	1	0	37	0	15	11	4	39	0	2	0	4	4	0	11	6	0	2	4	5	2	1
ASV_984	1	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	14	5	0	35	7	8	26	4	0	2	1	0	6	2	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	46	11	0	1	0	0	0	0	0	0	0	0	0	0
ASV_985	1	1	5	0	2	0	1	3	0	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	3	5	2	2	0	8	0	9	6	1	3	0	4	2	0	1	3	0	6	1	4	2	0	2	1	4	0	0	11	1	11	6	0	15	8	3	1	8	2	0	5	1	0	8	0	15	0	1
ASV_986	0	0	0	0	1	0	0	0	0	1	0	2	8	0	0	0	0	10	6	6	11	3	1	5	2	9	11	1	5	0	8	5	18	9	4	0	0	0	0	0	0	0	0	4	4	0	0	14	0	2	0	1	0	0	0	1	7	0	4	1	0	0	2	0	0	10	6	2	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0
ASV_987	0	0	1	0	0	22	0	0	0	0	0	3	0	1	0	0	17	0	0	0	1	0	2	0	20	11	7	7	9	1	1	0	0	0	0	0	3	0	2	0	0	1	0	0	5	5	1	0	0	2	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	6	14	2	0	3	1	0	0	1	2	10	3	1	0	0
ASV_988	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	30	6	14	0	13	41	50	11	10
ASV_989	0	17	35	0	0	4	0	1	0	0	0	4	0	4	2	0	1	0	0	2	2	0	3	0	1	5	1	1	0	0	0	0	0	0	0	0	0	0	6	0	2	7	1	0	0	0	0	0	0	0	0	15	0	0	2	4	5	1	2	0	0	0	10	0	0	0	3	0	3	4	0	0	0	0	19	3	6	0	5	4	3	0	0
ASV_990	0	0	0	0	0	20	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	66	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_991	29	10	7	0	2	2	7	0	0	1	0	0	7	1	0	1	0	0	1	0	0	1	1	6	3	0	0	0	0	30	0	0	0	2	1	2	1	0	0	26	0	0	0	4	2	3	2	7	0	0	1	1	1	0	0	1	0	0	0	15	0	0	0	0	1	1	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0
ASV_992	1	0	0	0	2	10	0	0	0	0	0	2	1	0	1	1	0	0	1	0	6	0	16	0	0	1	3	1	18	0	0	1	0	10	22	0	0	0	4	0	0	0	3	0	0	0	3	0	0	0	1	2	5	0	0	0	0	1	4	0	0	0	0	5	0	0	0	4	8	9	9	0	0	0	0	2	2	0	0	0	8	1	18
ASV_993	0	0	0	0	0	0	0	0	0	171	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	1	0	1	0	0	1	0	0	0	0	0	0
ASV_994	0	0	0	0	0	0	0	0	0	172	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0
ASV_995	27	10	4	0	3	0	2	1	0	1	1	0	4	0	1	0	0	1	1	0	1	1	0	7	1	0	0	0	0	30	1	0	0	0	2	1	0	0	1	19	0	0	0	9	2	1	0	11	1	3	0	1	0	3	1	1	0	0	0	19	0	0	2	0	1	2	0	1	1	1	0	1	0	0	2	0	1	1	0	0	0	0	0
ASV_996	13	7	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	2	3	1	4	1	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	2	5	2	0	7	5	4	1	1	2	0
ASV_997	0	1	0	0	2	0	0	1	6	0	1	4	0	0	4	3	1	0	0	6	7	13	12	0	24	16	14	4	2	0	0	3	0	3	4	0	0	0	0	0	1	0	0	0	0	5	3	0	0	0	0	0	0	0	1	0	2	1	11	10	4	4	0	0	0	0	1	1	0	2	0	1	0	0	2	0	1	0	2	1	1	0	0
